id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg, pub, year>
421	brunaueremmettteller	0,3265	0,5133	1	269	442	22	2018,8182
422	bsfc	-1,4341	-0,4691	7	410	1516	73	2017,9041
423	bte	-1,457	-0,4898	7	435	1536	71	2018,4366
424	btex	-0,1963	0,7483	6	108	152	11	2017,2727
425	btl	-0,3838	-0,3121	3	209	278	23	2015,3478
426	btx	0,0125	0,7135	6	267	475	27	2017,4074
427	bubbling	-0,4528	0,4143	6	251	493	38	2015,7105
428	buffer	0,9735	-0,5227	5	412	772	46	2012,0435
429	buffer solution	1,3601	-0,3841	5	226	379	23	2011,9565
430	bulk density	-0,3274	0,2861	6	176	232	19	2017,2632
431	burden	-0,3593	-0,5938	3	221	285	22	2017,2273
432	burkholderia cepacia	0,2663	-0,2326	4	89	138	10	2014,6
433	butadiene	-0,6908	0,0068	7	167	212	14	2016,2143
434	butanediol	0,3647	-0,2919	2	178	230	19	2016,0526
435	butanol production	0,2215	-0,6668	2	172	256	25	2015,64
436	butene	0,0157	0,4447	1	117	137	12	2015
437	butyl levulinate	0,0939	0,4534	1	107	144	13	2016,7692
438	butyraldehyde	0,0901	0,2195	1	106	118	11	2017,5455
439	butyrate	0,5124	-0,4063	2	210	303	26	2016,7308
440	c min	-0,5316	0,6257	6	396	983	74	2017,0541
441	c o	-0,0534	0,8297	6	206	300	21	2016,0952
442	c o bond	0,4851	0,796	1	130	176	14	2016,5
443	c reaction temperature	-0,4301	0,1555	4	486	1051	64	2016,8594
444	c vulgaris	-0,1968	-0,362	2	226	357	30	2017,2333
445	c15	0,055	0,5423	1	140	163	14	2017,2857
446	c18	-0,1087	0,5398	1	231	301	25	2015,76
447	c180	-0,2978	-0,5828	2	104	121	10	2016
448	c181	-0,4356	-0,4438	2	274	436	30	2016,5
449	c182	-0,5225	-0,3907	2	237	371	25	2016,72
450	c2h6	-0,1483	0,4609	6	116	138	13	2016,7692
451	ca2	0,5156	-0,0887	2	205	274	19	2017,1579
452	cacl2	0,5749	-0,3791	2	146	179	12	2014,75
453	caco3	-0,1509	0,46	6	200	275	22	2015,5
454	calb	0,2811	-0,1984	4	164	330	21	2015,1429
455	calcination	0,0957	0,6826	1	699	1750	115	2016,8348
456	calcination temperature	-0,0204	0,5943	1	407	888	64	2016,0156
457	calcium carbonate	-0,326	0,112	4	131	179	13	2016,1538
458	calcium oxide	-0,417	0,4056	4	454	1094	73	2016,7123
459	calcium oxide catalyst	-0,5971	0,3541	4	129	212	14	2017,5714
460	calophyllum	-0,8867	0,1	7	154	218	12	2017,75
461	calophyllum inophyllum	-1,0302	-0,1835	7	142	172	10	2015,2
462	calophyllum inophyllum oil	-0,3584	0,1934	4	155	203	15	2017,3333
463	camelina	-0,4704	-0,5456	3	126	152	12	2017
464	canada	-0,4357	-0,5034	3	203	253	17	2013,7647
465	candida antarctica	0,1116	-0,2168	4	152	265	17	2014,2353
466	candida antarctica lipase b	0,1278	-0,1841	4	161	301	23	2014,8696
467	canola	-0,6717	-0,2897	4	247	344	22	2014,7273
468	canola oil	-0,2667	0,0383	4	463	892	67	2014,791
469	cao	-0,3155	0,4556	4	877	2659	189	2016,6667
470	cao catalyst	-0,3916	0,5555	4	299	649	40	2016,575
471	capital	-0,3856	-0,4925	3	277	451	29	2015,6897
472	capital cost	-0,2941	-0,456	3	392	749	49	2016,7347
473	capital investment	-0,4883	-0,3303	3	263	449	34	2015,1765
474	capture	-0,0853	-0,2922	3	356	473	38	2016,6842
475	car	-0,7439	-0,4345	7	220	307	18	2013,6111
476	carbohydrate binding module	0,6165	-0,6654	2	131	229	15	2015,6667
477	carbohydrate content	-0,0279	-0,3761	2	280	378	29	2018,1379
478	carbon capture	-0,3376	-0,5038	3	310	488	34	2017,8529
479	carbon catalyst	0,2863	0,3532	1	350	550	41	2017,7561
480	carbon cloth	1,4382	-0,5802	5	180	303	18	2015,8889
481	carbon conversion	-0,2503	0,2252	3	335	565	46	2014,1957
482	carbon deposition	0,0524	0,5532	1	335	512	43	2015,4419
483	carbon dioxide emission	-0,8004	-0,5402	3	259	368	25	2017,12
484	carbon efficiency	-0,2955	-0,002	3	274	375	25	2017,16
485	carbon electrode	1,3492	-0,434	5	164	268	16	2013,0625
486	carbon emission	-0,5888	-0,5914	3	280	388	32	2017,3125
487	carbon footprint	-0,4323	-0,4548	3	264	350	29	2017,8621
488	carbon material	0,7528	0,2225	5	399	605	42	2017,7857
489	carbon molar ratio	-0,1311	0,6427	1	79	134	12	2014,4167
490	carbon monoxide	-1,0421	-0,2904	7	987	3270	194	2015,9639
491	carbon monoxide emission	-1,4088	-0,5491	7	180	361	20	2016,3
492	carbon nanofiber	1,3432	-0,2077	5	134	215	11	2014,7273
493	carbon nanotube	1,3364	-0,2741	5	799	3365	177	2015,2316
494	carbon number	-0,0093	0,6105	1	253	321	29	2016,5862
495	carbon paper	1,6171	-0,4599	5	226	455	24	2014,2083
496	carbon ratio	-0,1888	0,4823	1	330	494	42	2014,9286
497	carbon recovery	-0,1041	0,5834	6	157	211	14	2016,2143
498	carbon residue	-0,7044	0,0629	4	260	381	30	2015,6667
499	carbon sequestration	-0,2889	-0,2142	3	245	304	24	2015
500	carbon source	0,3052	-0,4767	2	759	1503	118	2016,6949
501	carbon support	0,5259	0,4741	1	315	413	27	2016,9259
502	carbon yield	-0,0746	0,5486	6	302	478	38	2016,1316
503	carbonaceous material	0,5438	0,1999	5	215	273	18	2017,8333
504	carbonization	0,1627	0,2297	1	659	1286	106	2018,1604
505	carbonization temperature	0,2446	0,489	1	189	248	17	2018,9412
506	carbonyl compound	-0,1177	0,4295	1	206	301	23	2016,5217
507	carbonyl group	0,1695	0,5604	1	283	394	32	2016,6875
508	carboxyl group	0,4314	0,3187	1	315	428	27	2016,5926
509	carboxylic group	0,3899	0,5007	1	140	168	12	2014,9167
510	carboxymethyl cellulose	0,6325	-0,3263	2	117	156	11	2015,2727
511	carotenoid	-0,0173	-0,655	2	123	152	14	2018,7143
512	carrier gas flow rate	-0,4732	0,9209	6	102	146	11	2017,4545
513	cascade	0,9504	-0,3584	5	271	418	29	2016,6552
514	cascade reaction	0,5727	0,5346	1	172	217	16	2017,5625
515	case study	-0,5203	-0,5017	3	526	1122	94	2016,3085
516	castor	-0,7255	-0,1619	4	184	270	20	2015,8
517	castor oil	-0,6633	0,0218	4	404	739	59	2016,2034
518	catalyst amount	-0,3556	0,317	4	735	2030	139	2016,1367
519	catalyst bed	-0,1529	0,681	1	229	324	34	2015,2353
520	catalyst characterization	0,0261	0,7208	1	209	263	15	2016,6
521	catalyst composition	0,3078	0,7377	1	153	180	13	2014,5385
522	catalyst concentration	-0,5957	0,0198	4	972	3809	286	2015,3497
523	catalyst content	-0,5271	0,5241	4	217	335	23	2015,8261
524	catalyst deactivation	0,0107	0,6463	1	567	1039	76	2016,0263
525	catalyst dosage	0,0991	0,4112	1	482	965	71	2016,9859
526	catalyst dose	-0,128	0,304	4	184	245	14	2017,9286
527	catalyst loading	-0,0384	0,4143	1	1211	4183	272	2017,2279
528	catalyst property	0,2626	0,5816	1	125	147	13	2016,8462
529	catalyst ratio	-0,2067	0,8588	6	362	681	49	2016,5306
530	catalyst reusability	0,2268	0,5842	1	130	161	12	2017,1667
531	catalyst sample	0,0489	0,7508	1	144	176	12	2015,25
532	catalyst screening	-0,0484	0,6318	1	114	133	10	2013,7
533	catalyst stability	0,2291	0,6354	1	347	481	40	2015,5
534	catalyst structure	0,3271	0,7567	1	167	211	16	2016,6875
535	catalyst support	0,3697	0,4974	1	481	732	50	2017,02
536	catalyst surface	0,2149	0,7926	1	435	772	56	2017,0893
537	catalytic	-0,0904	0,6685	1	817	1759	126	2015,8016
538	catalytic activity	0,5474	0,2989	1	1852	8382	583	2016,4202
539	catalytic bio oil	-0,2731	0,8882	6	190	289	19	2018,2105
540	catalytic co pyrolysis	-0,3117	0,9575	6	211	457	35	2018,6
541	catalytic cracking	-0,3927	0,6481	1	629	1538	123	2015,6016
542	catalytic cracking process	-0,477	0,5434	1	186	269	25	2015,84
543	catalytic current	1,5063	-0,4903	5	195	356	19	2015,7368
544	catalytic cycle	0,6752	0,2359	1	274	352	24	2016,4583
545	catalytic deoxygenation	-0,0272	0,6736	1	351	567	45	2016,6444
546	catalytic domain	0,6368	-0,5736	2	137	219	15	2016,6667
547	catalytic effect	-0,0121	0,5517	6	531	971	72	2016,9861
548	catalytic efficiency	0,6284	-0,0856	2	580	1063	71	2017,2113
549	catalytic esterification	0,1756	0,6124	1	243	361	27	2016,7407
550	catalytic experiment	-0,0079	0,8552	1	211	288	20	2016,8
551	catalytic fast pyrolysis	-0,121	0,8153	6	560	1449	97	2017,0722
552	catalytic gasification	-0,3336	0,1597	3	147	209	17	2014,8824
553	catalytic htl	-0,1662	0,6601	6	119	181	14	2018,8571
554	catalytic hydrocracking	-0,1347	0,7282	1	102	113	10	2015,3
555	catalytic hydrodeoxygenation	0,2316	0,8459	1	385	743	50	2017,3
556	catalytic hydrolysis	0,4769	0,0717	2	101	121	10	2017
557	catalytic hydropyrolysis	-0,215	0,4188	6	137	174	12	2018,0833
558	catalytic hydrothermal liquefaction	-0,1977	0,6572	6	231	424	30	2018,3333
559	catalytic hydrotreating	-0,273	0,4569	1	153	205	13	2018,2308
560	catalytic hydrotreatment	-0,1428	0,5244	1	240	376	25	2016,56
561	catalytic liquefaction	-0,1798	0,6035	6	180	303	22	2016,3636
562	catalytic microwave pyrolysis	-0,3075	0,9896	6	82	135	11	2015,3636
563	catalytic performance	0,4036	0,5711	1	1218	3779	265	2017,1509
564	catalytic pyrolysis	-0,1841	0,7874	6	1013	3858	274	2016,3869
565	catalytic pyrolysis process	-0,162	0,8839	6	239	383	22	2017,6818
566	catalytic reduction	1,0028	-0,2286	5	210	286	17	2013,9412
567	catalytic result	0,5561	0,6623	1	116	145	12	2015,3333
568	catalytic run	-0,1953	0,7789	6	158	223	18	2014,3889
569	catalytic site	0,5063	0,3824	1	218	300	23	2017,1739
570	catalytic stability	0,3167	0,4041	1	253	321	21	2017
571	catalytic steam	-0,0208	0,6776	1	202	410	37	2013,7027
572	catalytic temperature	-0,1421	0,9625	6	201	360	21	2017,5238
573	catalytic test	-0,0533	0,6589	1	255	330	27	2016,8519
574	catalytic transesterification	-0,3506	-0,0429	4	183	265	23	2016,087
575	catalytic transfer hydrogenation	0,4544	0,676	1	189	258	17	2018,5882
576	catalytic transformation	0,3681	0,397	1	309	400	34	2016,3824
577	catalytic treatment	-0,2007	0,5841	6	132	168	11	2017
578	catalytic upgrading	-0,0545	0,6593	6	926	2334	154	2016,6364
579	catalyzed transesterification	-0,5866	-0,219	4	239	363	23	2014,913
580	catechol	0,4097	0,5174	1	362	556	33	2015,7879
581	category	-0,4085	-0,431	3	366	549	42	2016,2857
582	cathode	1,3654	-0,4886	5	734	4332	249	2013,5582
583	cathode catalyst	1,4242	-0,3806	5	188	302	18	2014,9444
584	cathode compartment	1,2673	-0,6546	5	117	176	10	2008,2
585	cathodic catalyst	1,5044	-0,4708	5	177	344	16	2014,9375
586	cbm	0,5248	-0,6921	2	116	169	11	2014,8182
587	ccd	-0,4871	0,1509	4	581	1403	80	2016,6375
588	ccrd	-0,5397	0,0065	4	170	309	18	2013,8889
589	ccs	-0,5133	-0,2338	3	179	217	12	2015,75
590	cdh	1,4311	-0,5526	5	184	400	20	2014,75
591	cell	0,5874	-0,4742	5	1387	4856	367	2014,8474
592	cell disruption	-0,217	-0,2417	2	152	209	18	2018,6111
593	cell growth	0,2552	-0,6619	2	198	304	27	2014,6667
594	cell performance	1,3107	-0,4431	5	286	577	38	2012,3421
595	cell voltage	1,5013	-0,5522	5	276	647	33	2013,9697
596	cell wall	0,2017	-0,4081	2	438	804	60	2016,2333
597	cell wall structure	0,3138	-0,416	2	145	192	16	2016,25
598	cellobiohydrolase	0,6216	-0,5643	2	152	277	22	2014,1818
599	cellobiose	0,6933	-0,2269	2	323	579	40	2015,65
600	cellobiose dehydrogenase	1,4398	-0,527	5	267	700	36	2014,4167
601	cellulase	0,4989	-0,5953	2	595	1923	135	2014,8593
602	cellulase activity	0,5866	-0,5817	2	153	215	17	2014,6471
603	cellulolytic enzyme	0,5451	-0,6794	2	168	293	21	2014,3333
604	cellulose content	0,2816	-0,3122	2	193	275	20	2017,65
605	cellulose conversion	0,401	-0,0196	2	165	212	20	2015,25
606	cellulose crystallinity	0,2597	-0,3389	2	121	163	14	2017,2857
607	cellulose fiber	0,4082	-0,2854	2	143	165	14	2016,2143
608	cellulose hydrolysis	0,5272	-0,2631	2	228	361	30	2015,8667
609	cellulose pyrolysis	0,3447	0,7158	1	82	108	11	2015,5455
610	cellulosic biofuel	0,1949	-0,5177	2	241	310	24	2014,6667
611	cellulosic biomass	0,4168	-0,1634	2	406	655	54	2014,7407
612	cellulosic ethanol	0,0026	-0,4444	3	288	389	29	2014
613	cellulosic ethanol production	0,1809	-0,6826	2	122	169	15	2014,4667
614	cellulosic feedstock	0,2648	-0,2812	2	146	175	13	2013,4615
615	cent	-0,5807	-0,3671	3	130	142	10	2012,8
616	center	0,3579	-0,159	5	690	1189	80	2015,5125
617	central composite design	-0,4294	-0,022	4	805	2288	145	2016,8138
618	central composite experimental design	-0,3769	0,8862	6	92	165	12	2015,3333
619	central composite rotatable design	-0,5943	0,0135	4	196	395	24	2013,75
620	ceo2	-0,2022	0,5407	1	535	936	57	2017,193
621	ceria	-0,0001	0,5469	1	136	176	16	2015,5625
622	cerium oxide	-1,0642	-0,2777	7	193	339	20	2018,2
623	cetane index	-0,9528	0,0658	4	216	313	18	2015,6667
624	cetane number	-0,8492	-0,1844	4	914	2590	162	2016,1296
625	cfd	-0,063	-0,1651	5	135	229	27	2016,2963
626	cfp	-0,095	0,6738	6	311	527	33	2017,8788
627	cfpp	-0,741	-0,0833	4	183	309	23	2014,9565
628	chamber	0,149	-0,4709	5	418	641	50	2016,58
629	channel	0,5139	0,1754	5	569	947	77	2015,987
630	chapter	-0,0622	-0,4342	3	200	236	24	2013,2083
631	char	-0,2827	0,5323	6	1057	3427	264	2015,8826
632	char formation	-0,0193	0,527	6	200	296	24	2016
633	char yield	-0,3515	0,7011	6	335	654	48	2016,0208
634	characterization result	0,22	0,602	1	525	867	64	2017,2812
635	characterization technique	0,2759	0,6658	1	306	429	31	2017,8065
636	charge	0,5279	-0,1842	5	647	1058	69	2014,6667
637	chemical activation	0,0736	0,5481	1	147	201	16	2018
638	chemical component	-0,1222	0,614	6	314	492	36	2016,8889
639	chemical energy	0,6359	-0,3778	5	326	518	38	2015,7105
640	chemical equilibrium	-0,7103	-0,0423	4	90	101	10	2016,8
641	chemical looping	-0,2639	0,2593	3	80	109	11	2016,4545
642	chemical oxygen demand	0,1473	-0,5472	2	271	450	41	2017,5122
643	chemical pretreatment	0,3063	-0,5252	2	162	249	17	2016,5882
644	chemical species	-0,3551	0,5015	6	169	215	20	2016,2
645	china	-0,4952	-0,4813	3	478	795	64	2016,0625
646	chitosan	1,016	-0,1966	5	401	713	45	2014,8444
647	chlorella	-0,3153	-0,2358	2	578	1094	81	2016,7531
648	chlorella pyrenoidosa	-0,1703	0,0271	6	247	379	31	2016,2258
649	chlorella sp	-0,3151	-0,1962	2	162	223	17	2018,2353
650	chlorella vulgaris	-0,2613	-0,2393	2	494	929	76	2017,0395
651	chloroform	-0,2589	-0,2311	2	194	307	26	2016,2692
652	chlorophyll	-0,0608	-0,539	2	161	213	20	2016,9
653	chns	-0,2006	0,6236	6	235	353	20	2018,9
654	chp	-0,4037	-0,1284	3	138	181	15	2016,6
655	ci engine	-1,3478	-0,4599	7	428	1362	74	2017,9324
656	city	-0,6133	-0,5782	3	278	403	32	2015,5
657	cleavage	0,3661	0,4741	1	579	1143	91	2016,3956
658	climate change	-0,3545	-0,4656	3	654	1200	98	2016,7653
659	clostridium	0,4997	-0,6623	2	224	355	27	2015,1481
660	clostridium acetobutylicum	0,426	-0,6419	2	123	178	15	2013,8667
661	clostridium ljungdahlii	0,4878	-0,6274	2	96	137	11	2015,2727
662	cloud	-0,958	-0,2692	4	159	219	14	2015,8571
663	cloud point	-0,8822	-0,0391	4	612	1646	103	2016,2136
664	cluster	0,6806	-0,1948	5	460	698	56	2015,3036
665	cm2	1,3761	-0,2581	5	360	834	43	2015,5349
666	cm3 g	0,5336	0,3518	5	131	169	10	2017,8
667	cmc	0,6775	-0,3708	2	146	197	12	2015,8333
668	cmf	0,4291	0,3695	1	70	94	11	2015,1818
669	cnf	0,9489	-0,0498	5	118	140	10	2018
670	cng	-0,9263	-0,5863	7	134	195	12	2014,6667
671	cnt	1,2824	-0,1872	5	565	1540	82	2016
672	cnts	1,2698	-0,1079	5	373	756	38	2015,7368
673	co bond	0,6235	0,6765	1	142	200	13	2018,2308
674	co catalyst	0,4516	0,3992	1	270	349	27	2016,6667
675	co chemisorption	0,2124	0,814	1	115	156	10	2018,8
676	co concentration	-0,2395	-0,0269	3	165	194	14	2017,7143
677	co digestion	0,1069	-0,5386	2	88	146	18	2018,1667
678	co emission	-1,4313	-0,4631	7	355	1008	53	2016,7925
679	co fermentation	0,2628	-0,7055	2	181	285	21	2016,1429
680	co liquefaction	-0,3387	0,4319	6	136	223	22	2017,1818
681	co precipitation	0,2597	0,6452	1	181	275	20	2016,45
682	co precipitation method	0,2486	0,7658	1	230	351	26	2016,2692
683	co processing	-0,4211	0,3278	1	341	606	51	2016,3529
684	co pyrolysis	-0,3825	0,7606	6	428	1073	84	2018,0119
685	co ratio	-0,2712	0,1184	3	159	215	19	2016,8421
686	co2 capture	-0,0342	0,0373	3	218	294	26	2015,6923
687	co2 emission	-0,6621	-0,3815	3	715	1484	101	2016,5347
688	co2 reduction	0,4188	-0,4454	3	227	283	22	2018,0455
689	co2 sequestration	0,2062	-0,5781	3	153	189	14	2018,4286
690	co2 sorbent	-0,1023	0,4858	3	64	124	12	2014,8333
691	co2 tpd	0,1655	0,7864	1	247	453	24	2016,7083
692	coating	0,5923	-0,0709	5	402	617	44	2015,2045
693	coconut	-0,8893	-0,0158	4	163	225	16	2016
694	coconut oil	-0,4813	0,0631	4	320	458	31	2016,2258
695	cod	0,1527	-0,5376	2	367	726	65	2016,5231
696	cod removal	0,5348	-0,6428	2	105	130	11	2016,5455
697	cofactor	1,3597	-0,5206	5	321	753	41	2013,9512
698	coffee ground	-0,3618	0,0129	4	257	418	37	2018,1622
699	coke	-0,1131	0,7915	1	776	2303	164	2015,8841
700	coke deposition	-0,0501	0,8013	1	297	519	37	2016,2432
701	coke formation	-0,0118	0,7861	1	596	1290	95	2016,4211
702	coke yield	-0,0875	0,857	1	284	511	31	2016,6452
703	coking	-0,1355	0,7433	1	336	541	36	2016,8611
704	cold filter	-0,7867	-0,1568	4	294	601	43	2015,3488
705	cold filter plugging point	-0,8298	-0,0655	4	123	185	13	2015,0769
706	cold flow property	-0,7814	-0,1254	4	480	943	70	2016,1143
707	cold gas efficiency	-0,4408	0,1038	3	163	283	22	2016,6818
708	cold start	-1,1726	-0,5074	7	121	181	12	2016,3333
709	column chromatography	-0,4528	0,6295	6	165	269	19	2013,7895
710	combined effect	-0,7777	0,0356	7	177	220	16	2017,375
711	combined heat	-0,4536	-0,1957	3	138	179	14	2015,6429
712	combined severity factor	0,3194	-0,4342	2	108	156	15	2015,8
713	combustible gase	-0,6728	0,3515	6	112	161	12	2017,0833
714	combustion	-0,9368	-0,2873	7	1552	7135	495	2016,5293
715	combustion behavior	-0,8194	-0,155	7	180	250	21	2017,2857
716	combustion chamber	-1,1067	-0,3682	7	200	340	22	2018,1818
717	combustion characteristic	-1,2369	-0,3487	7	516	1516	94	2017,5957
718	combustion duration	-1,3682	-0,439	7	204	440	25	2016,88
719	combustion efficiency	-1,1574	-0,2778	7	204	325	24	2015,3333
720	combustion engine	-0,9076	-0,2541	7	218	319	26	2016,1154
721	combustion performance	-0,9454	-0,0294	7	219	309	21	2017,5238
722	combustion process	-1,0533	-0,2769	7	378	707	50	2017,06
723	come	-1,1916	-0,2626	4	135	194	11	2015,9091
724	commercial biodiesel	-0,8966	-0,2831	4	118	140	11	2017,7273
725	commercial catalyst	-0,0063	0,7834	1	210	278	24	2015,5417
726	commercial diesel	-1,0327	0,021	7	191	255	19	2016,2632
727	commercial diesel fuel	-1,0666	-0,1547	7	119	159	10	2011,6
728	commercial enzyme	0,4352	-0,6857	2	130	178	12	2015,0833
729	commercial production	-0,1465	-0,4675	3	203	230	19	2016,3158
730	commercial scale	-0,4035	-0,571	3	284	407	25	2016,64
731	commodity	-0,02	-0,3878	3	261	316	29	2014,7241
732	commodity chemical	0,3482	-0,2335	2	243	297	28	2016,0357
733	communication	1,1509	-0,3208	5	267	416	25	2011,6
734	como	-0,0562	0,7585	1	218	347	25	2016,2
735	como catalyst	-0,0875	0,815	1	126	182	14	2016,9286
736	company	-0,4111	-0,5646	3	253	365	39	2013,3333
737	comparative assessment	-0,637	-0,314	3	222	274	17	2018,4118
738	comparative evaluation	-0,5525	-0,3992	7	168	188	10	2016,1
739	compartment	1,3436	-0,6493	5	209	419	24	2011,7917
740	competitive adsorption	0,1519	0,623	1	109	126	10	2013,1
741	competitiveness	-0,4244	-0,3667	3	258	331	27	2015,1852
742	complete combustion	-1,0906	-0,1846	7	120	157	12	2015,5
743	complete oxidation	0,9385	-0,4722	5	92	141	11	2014
744	complex	0,6874	-0,1943	5	887	1828	141	2015,7305
745	complex mixture	-0,2611	0,6379	6	355	588	46	2017
746	compliance	-0,6832	-0,4559	3	216	271	19	2017,1579
747	composite	0,8745	0,0506	5	790	1624	110	2016,6636
748	composite catalyst	0,1834	0,8289	1	205	287	20	2016,55
749	compositional analysis	-0,1373	0,213	6	234	311	23	2014,9565
750	compost	-0,0008	-0,4367	2	201	253	22	2015,9545
751	comprehensive review	-0,1746	-0,3181	3	101	116	11	2019,0909
752	compression ignition	-1,3405	-0,4567	7	376	1054	59	2016,9322
753	compression ignition engine	-1,2874	-0,4256	7	495	1535	86	2017,1977
754	compression ratio	-1,3648	-0,5385	7	230	485	27	2017
755	computational fluid dynamic	-0,0391	-0,1726	5	142	213	21	2016,619
756	computational study	0,4847	-0,0576	5	81	105	12	2017,9167
757	computer	-0,5121	-0,173	3	89	127	14	2014,4286
758	concentrated sulfuric acid	0,0388	0,5677	1	101	161	11	2016,9091
759	conceptual design	-0,3155	-0,3363	3	173	215	19	2015,7895
760	condensation reaction	0,2733	0,6516	1	262	334	30	2015,7
761	condenser	-0,4361	0,5361	6	175	234	18	2015,7778
762	conditioning	-0,4425	-0,1582	3	189	255	23	2013,5652
763	conductivity	0,9319	-0,1675	5	544	1133	80	2016,6
764	configuration	0,1915	-0,2654	3	1024	2110	160	2015,0938
765	connection	0,5711	-0,2501	5	253	328	22	2015,1818
766	consecutive cycle	0,3871	0,5047	1	300	389	26	2018,4231
767	consecutive run	0,2792	0,6319	1	120	151	10	2017
768	considerable interest	0,5843	-0,2693	5	195	220	16	2015,25
769	considerable reduction	-0,8566	-0,3318	3	136	179	11	2018,2727
770	consolidated bioprocessing	0,4772	-0,752	2	171	266	16	2015,8125
771	consortium	0,2715	-0,6204	2	225	312	25	2016,44
772	constant engine speed	-1,5213	-0,4656	7	146	326	15	2018,4
773	constant pressure	-0,3141	0,5339	1	97	119	11	2016,0909
774	constant speed	-1,5171	-0,5401	7	257	787	34	2018,3824
775	construction	0,8586	-0,3735	5	786	1701	107	2015,486
776	consumer	-0,5035	-0,5748	3	185	243	20	2015,1
777	contact	0,6474	-0,0503	5	576	881	59	2014,6441
778	continuous operation	0,8545	-0,2026	5	301	427	25	2014,04
779	control group	0,1809	-0,4111	2	136	159	16	2017,875
780	conventional biodiesel	-0,4451	-0,1835	4	155	225	15	2015,8667
781	conventional diesel	-1,1071	-0,4684	7	367	684	46	2017,1739
